Item,Spend Category,Exiobase Spend Category,Item Classification,Item Category 1,Item Category 2
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Fruits,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Other fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweeteners"
Garlic,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Garlic, leeks and other alliaceous vegetables, fresh or chilled "
Garlic,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Garlic, leeks and other alliaceous vegetables, fresh or chilled "
Garlic,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Garlic, leeks and other alliaceous vegetables, fresh or chilled "
Garlic,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Garlic, leeks and other alliaceous vegetables, fresh or chilled "
Garlic,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Garlic, leeks and other alliaceous vegetables, fresh or chilled "
Garlic,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Garlic, leeks and other alliaceous vegetables, fresh or chilled "
Garlic,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Garlic, leeks and other alliaceous vegetables, fresh or chilled "
Garlic,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Garlic, leeks and other alliaceous vegetables, fresh or chilled "
Garlic,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Garlic, leeks and other alliaceous vegetables, fresh or chilled "
Garlic,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Garlic, leeks and other alliaceous vegetables, fresh or chilled "
